CARACTERÍSTICAS ESCOLA CÓDIGO DA ENTIDADE,NOME DA ENTIDADE,SIGLA DA UF,MUNICÍPIO,DEPENDÊNCIA ADMINISTRATIVA,LOCALIZAÇÃO,NÚMERO DE ALUNOS NO CENSO,PORTE DA ESCOLA,NÚMERO DE PARTICIPANTES NO ENEM,TAXA DE PARTICPAÇÃO,NÚMERO DE PARTICIPANTES COM NECESSIDADES ESPECIAIS,INDICADORES INDICADOR DE PERMANENCIA NA ESCOLA,INDICADOR NÍVEL SOCIOECONÔMICO,FAIXA - INDICADOR DE FORMAÇÃO DOCENTE,INDICADOR DE FORMAÇÃO DOCENTE,TAXA DE APROVAÇÃO,TAXA DE REPROVAÇÃO,TAXA DE ABANDONO,DESEMPENHO  CIÊNCIAS DA NATUREZA E SUAS TECNOLOGIAS MÉDIA DOS 30 MELHORES ALUNOS DA ESCOLA,MÉDIA,Percentual alunos NÍVEL 1,Percentual alunos NÍVEL 2,Percentual alunos NÍVEL 3,Percentual alunos NÍVEL 4,Percentual alunos NÍVEL 5
3.5808337E7,CRIAR COLEGIO,SP,TIETE,Privada,Urbana,18.0,De 1 a 30 alunos,13.0,72.22222222222221,0.0,80% ou mais,Muito Alto,Maior que 50%,58.3,88.3,11.7,0.0,,492.4384615384615,30.76923076923077,38.46153846153847,30.76923076923077,0.0,0.0
3.5021714E7,LAZARO FRANCO DE MORAES,SP,TORRINHA,Estadual,Urbana,95.0,Mais que 90 alunos,48.0,50.526315789473685,1.0,80% ou mais,Médio Alto,Maior que 50%,61.5,95.1,0.3,4.6,523.3933333333333,479.59791666666666,39.58333333333333,39.58333333333333,20.833333333333336,0.0,0.0
3.5014187E7,AMALIA GARCIA RIBEIRO PATTO PROFESSORA,SP,TREMEMBE,Estadual,Urbana,128.0,Mais que 90 alunos,75.0,58.59375,2.0,80% ou mais,Médio Alto,Maior que 50%,55.5,82.0,9.3,8.7,522.98,465.05466666666666,46.666666666666664,42.66666666666667,10.666666666666668,0.0,0.0
3.501423E7,MANUEL CABRAL,SP,TREMEMBE,Estadual,Urbana,108.0,Mais que 90 alunos,61.0,56.481481481481474,0.0,De 60% a 80%,Médio Alto,Maior que 50%,53.5,92.2,3.0,4.8,508.0066666666667,464.62950819672136,39.34426229508197,55.73770491803278,4.918032786885246,0.0,0.0
3.5111351E7,SESI 033 CENTRO EDUCACIONAL,SP,TREMEMBE,Privada,Urbana,22.0,De 1 a 30 alunos,16.0,72.72727272727273,0.0,80% ou mais,Alto,Maior que 50%,76.9,100.0,0.0,0.0,,513.075,6.25,62.5,31.25,0.0,0.0
3.5118588E7,ADVENTISTA TAUBATE TREMEMBE COLEGIO,SP,TREMEMBE,Privada,Urbana,27.0,De 1 a 30 alunos,20.0,74.07407407407408,0.0,De 60% a 80%,Alto,Maior que 50%,56.0,88.9,11.1,0.0,,515.08,15.0,55.00000000000001,30.0,0.0,0.0
3.5034617E7,INDIA VANUIRE,SP,TUPA,Estadual,Urbana,139.0,Mais que 90 alunos,92.0,66.18705035971223,0.0,80% ou mais,Médio Alto,Maior que 50%,63.2,94.0,3.7,2.3,545.95,474.8923913043479,35.869565217391305,48.91304347826087,15.217391304347828,0.0,0.0
3.5290658E7,MASSUYUKI KAWANO ETEC,SP,TUPA,Estadual,Urbana,141.0,Mais que 90 alunos,135.0,95.74468085106383,0.0,80% ou mais,Alto,Maior que 50%,64.3,97.7,2.1,0.2,607.1000000000001,533.9755555555556,7.4074074074074066,52.59259259259259,39.25925925925926,0.7407407407407408,0.0
3.5117882E7,SAO PEDRO COLEGIO,SP,TUPA,Privada,Urbana,24.0,De 1 a 30 alunos,21.0,87.5,0.0,De 60% a 80%,Muito Alto,Maior que 50%,62.5,97.8,2.2,0.0,,555.1142857142856,9.523809523809524,33.33333333333333,47.61904761904761,9.523809523809524,0.0
3.5125684E7,ADVENTISTA DE TUPA COLEGIO,SP,TUPA,Privada,Urbana,21.0,De 1 a 30 alunos,19.0,90.47619047619048,0.0,80% ou mais,Alto,Maior que 50%,70.0,87.5,12.5,0.0,,519.2473684210527,15.789473684210526,57.89473684210527,26.31578947368421,0.0,0.0
3.5153047E7,SELETIVO CURSO E COLEGIO,SP,TUPA,Privada,Urbana,39.0,De 31 a 60 alunos,30.0,76.92307692307693,0.0,80% ou mais,Muito Alto,Maior que 50%,64.1,93.1,6.9,0.0,534.49,534.49,20.0,30.0,43.333333333333336,6.666666666666667,0.0
3.5808192E7,ALTA PAULISTA COLEGIO,SP,TUPA,Privada,Urbana,16.0,De 1 a 30 alunos,16.0,100.0,0.0,De 60% a 80%,Muito Alto,Maior que 50%,63.3,94.7,5.3,0.0,,559.90625,6.25,43.75,43.75,6.25,0.0
3.5031513E7,TUPI PAULISTA,SP,TUPI PAULISTA,Estadual,Urbana,120.0,Mais que 90 alunos,60.0,50.0,1.0,80% ou mais,Médio Alto,Maior que 50%,60.4,85.6,10.1,4.3,540.1333333333334,493.06,26.666666666666668,55.00000000000001,18.333333333333332,0.0,0.0
3.5152493E7,TUPI PAULISTA CETP CENTRO EDUCACIONAL DE,SP,TUPI PAULISTA,Privada,Urbana,33.0,De 31 a 60 alunos,32.0,96.96969696969697,0.0,80% ou mais,Alto,Maior que 50%,91.3,95.1,3.7,1.2,587.1633333333334,580.05,0.0,31.25,59.375,9.375,0.0
3.5030247E7,OCTAVIANO CARDOSO,SP,TURIUBA,Estadual,Urbana,25.0,De 1 a 30 alunos,15.0,60.0,0.0,80% ou mais,Médio,Maior que 50%,68.1,90.8,0.0,9.2,,442.76,66.66666666666666,26.666666666666668,6.666666666666667,0.0,0.0
3.5046747E7,MARIA ALICE ALVES PEREIRA,SP,UBATUBA,Estadual,Urbana,87.0,De 61 a 90 alunos,46.0,52.87356321839081,0.0,80% ou mais,Médio,Maior que 50%,69.3,86.9,12.8,0.3,494.9633333333333,464.8456521739131,41.30434782608695,54.347826086956516,4.3478260869565215,0.0,0.0
3.5070212E7,TANCREDO DE ALMEIDA NEVES PRESIDENTE EM,SP,UBATUBA,Municipal,Urbana,99.0,Mais que 90 alunos,70.0,70.70707070707071,0.0,80% ou mais,Médio Alto,Maior que 50%,71.7,88.8,10.0,1.2,521.1366666666667,471.11285714285725,34.285714285714285,58.57142857142858,7.142857142857142,0.0,0.0
3.5137583E7,DOMINIQUE COLEGIO,SP,UBATUBA,Privada,Urbana,20.0,De 1 a 30 alunos,13.0,65.0,0.0,De 40% a 60%,Alto,Até 50%,41.0,93.8,4.2,2.0,,520.0384615384615,30.76923076923077,30.76923076923077,38.46153846153847,0.0,0.0
3.5150236E7,CENTRO EDUCACIONAL DE UBATUBA,SP,UBATUBA,Privada,Urbana,30.0,De 1 a 30 alunos,21.0,70.0,0.0,De 60% a 80%,Muito Alto,Maior que 50%,86.0,98.9,1.1,0.0,,530.3809523809524,14.285714285714285,47.61904761904761,33.33333333333333,4.761904761904762,0.0
3.5154507E7,MV COLEGIO,SP,UBATUBA,Privada,Urbana,19.0,De 1 a 30 alunos,18.0,94.73684210526315,0.0,De 60% a 80%,Alto,Maior que 50%,55.2,91.5,8.5,0.0,,580.7277777777778,5.555555555555555,16.666666666666664,66.66666666666666,11.11111111111111,0.0
3.517296E7,COOPERATIVA EDUCACIONAL DE UBATUBA,SP,UBATUBA,Privada,Urbana,16.0,De 1 a 30 alunos,10.0,62.5,0.0,De 60% a 80%,Muito Alto,Maior que 50%,60.5,98.2,1.8,0.0,,542.87,10.0,60.0,30.0,0.0,0.0
3.5450388E7,ANGLO LITORAL COLEGIO,SP,UBATUBA,Privada,Urbana,26.0,De 1 a 30 alunos,24.0,92.3076923076923,0.0,De 60% a 80%,Muito Alto,Maior que 50%,58.3,100.0,0.0,0.0,,551.7041666666667,8.333333333333332,41.66666666666667,33.33333333333333,16.666666666666664,0.0
3.5028836E7,PEDRO ELIAS PROFESSOR,SP,UCHOA,Estadual,Urbana,85.0,De 61 a 90 alunos,50.0,58.82352941176471,0.0,80% ou mais,Médio Alto,Maior que 50%,70.3,87.9,8.5,3.6,542.51,496.158,26.0,52.0,20.0,2.0,0.0
3.5027248E7,AKIO SATORU PROFESSOR,SP,URANIA,Estadual,Urbana,88.0,De 61 a 90 alunos,48.0,54.54545454545454,0.0,80% ou mais,Médio Alto,Maior que 50%,61.3,92.9,6.7,0.4,515.01,475.88124999999997,37.5,50.0,12.5,0.0,0.0
3.502619E7,PASCHOAL FLAMINO,SP,URU,Estadual,Urbana,16.0,De 1 a 30 alunos,11.0,68.75,0.0,80% ou mais,Médio,Maior que 50%,63.9,89.1,6.3,4.6,,454.37272727272733,54.54545454545454,45.45454545454545,0.0,0.0,0.0
3.5116282E7,CHAFIK SAAB COLEGIO,SP,URUPES,Privada,Urbana,51.0,De 31 a 60 alunos,36.0,70.58823529411765,0.0,De 60% a 80%,Alto,Maior que 50%,67.3,100.0,0.0,0.0,514.9933333333333,493.96111111111105,27.77777777777778,47.22222222222222,25.0,0.0,0.0
3.5288445E7,OBJETIVO COLEGIO,SP,URUPES,Privada,Urbana,25.0,De 1 a 30 alunos,22.0,88.0,0.0,80% ou mais,Alto,Maior que 50%,84.6,98.7,1.3,0.0,,550.3318181818181,13.636363636363635,36.36363636363637,36.36363636363637,13.636363636363635,0.0
3.5018089E7,ANTONIO ALVES ARANHA PROFESSOR,SP,VALINHOS,Estadual,Urbana,325.0,Mais que 90 alunos,218.0,67.07692307692308,0.0,De 60% a 80%,Alto,Maior que 50%,66.4,97.0,3.0,0.0,590.55,490.8467889908257,28.899082568807337,51.37614678899083,19.26605504587156,0.45871559633027525,0.0
3.5018168E7,CYRO DE BARROS REZENDE PROFESSOR,SP,VALINHOS,Estadual,Urbana,154.0,Mais que 90 alunos,85.0,55.1948051948052,1.0,De 60% a 80%,Médio Alto,Maior que 50%,81.8,92.6,4.6,2.8,542.9233333333334,474.6470588235294,36.470588235294116,49.411764705882355,14.117647058823529,0.0,0.0
3.50404E7,MARIA NEIVA ABDELMASSIH JUSTO PROFESSORAA,SP,VALINHOS,Estadual,Urbana,66.0,De 61 a 90 alunos,50.0,75.75757575757575,0.0,80% ou mais,Alto,Maior que 50%,66.3,87.1,6.2,6.7,518.0866666666667,484.27,26.0,60.0,14.000000000000002,0.0,0.0
3.5049451E7,ADONIRAN BARBOSA,SP,VALINHOS,Estadual,Urbana,170.0,Mais que 90 alunos,105.0,61.76470588235294,0.0,80% ou mais,Alto,Maior que 50%,83.7,83.2,13.3,3.5,561.69,493.91714285714284,26.666666666666668,54.285714285714285,19.047619047619047,0.0,0.0
3.592063E7,FLAVIO DE CARVALHO,SP,VALINHOS,Estadual,Urbana,89.0,De 61 a 90 alunos,59.0,66.29213483146067,0.0,80% ou mais,Alto,Maior que 50%,52.3,90.1,5.4,4.5,514.0533333333334,469.0305084745763,42.3728813559322,49.152542372881356,8.47457627118644,0.0,0.0
3.5112471E7,SESI 299 CENTRO EDUCACIONAL,SP,VALINHOS,Privada,Urbana,29.0,De 1 a 30 alunos,24.0,82.75862068965517,0.0,80% ou mais,Muito Alto,Maior que 50%,92.3,99.2,0.8,0.0,,535.5791666666667,8.333333333333332,45.83333333333333,45.83333333333333,0.0,0.0
3.5112483E7,SESI 389 CENTRO EDUCACIONAL,SP,VALINHOS,Privada,Urbana,26.0,De 1 a 30 alunos,24.0,92.3076923076923,0.0,80% ou mais,Alto,Maior que 50%,84.6,100.0,0.0,0.0,,536.3000000000001,4.166666666666666,54.166666666666664,41.66666666666667,0.0,0.0
3.5112495E7,SESI 404 CENTRO EDUCACIONAL,SP,VALINHOS,Privada,Urbana,59.0,De 31 a 60 alunos,57.0,96.61016949152543,0.0,80% ou mais,Muito Alto,Maior que 50%,69.2,97.1,2.9,0.0,581.9766666666668,535.3578947368421,10.526315789473683,43.859649122807014,43.859649122807014,1.7543859649122806,0.0
3.513197E7,FUNDAMENTUM COLEGIO,SP,VALINHOS,Privada,Urbana,26.0,De 1 a 30 alunos,24.0,92.3076923076923,0.0,80% ou mais,Muito Alto,Maior que 50%,56.8,97.7,2.3,0.0,,587.5333333333333,0.0,12.5,87.5,0.0,0.0
3.5136025E7,PORTO SEGURO VISCONDE COLEGIO UNIDADE II,SP,VALINHOS,Privada,Urbana,145.0,Mais que 90 alunos,129.0,88.96551724137932,0.0,80% ou mais,Muito Alto,Maior que 50%,89.2,95.3,4.7,0.0,713.75,646.8868217054263,0.0,2.3255813953488373,51.162790697674424,45.73643410852713,0.7751937984496124
3.5164768E7,AJUDANDO A ESCOLHER O SEU CAMINHO COLEGIO AESC,SP,VALINHOS,Privada,Urbana,89.0,De 61 a 90 alunos,84.0,94.3820224719101,0.0,80% ou mais,Muito Alto,Maior que 50%,65.6,95.2,4.8,0.0,660.8799999999999,597.1238095238095,2.380952380952381,21.428571428571427,53.57142857142857,22.61904761904762,0.0
3.5286187E7,ETAPA COLEGIO,SP,VALINHOS,Privada,Urbana,162.0,Mais que 90 alunos,151.0,93.20987654320987,0.0,80% ou mais,Muito Alto,Maior que 50%,89.4,99.6,0.4,0.0,759.52,668.8529801324504,0.0,3.3112582781456954,37.74834437086093,47.682119205298015,11.258278145695364
3.5160573E7,ROYAL OBJETIVO COLEGIO,SP,VALPARAISO,Privada,Urbana,18.0,De 1 a 30 alunos,16.0,88.88888888888889,0.0,De 60% a 80%,Alto,Maior que 50%,77.5,96.2,3.8,0.0,,530.625,25.0,25.0,43.75,6.25,0.0
3.5019033E7,GILBERTO GIRALDI,SP,VARGEM GRANDE DO SUL,Estadual,Urbana,66.0,De 61 a 90 alunos,37.0,56.060606060606055,0.0,De 60% a 80%,Médio Alto,Maior que 50%,78.0,91.7,5.2,3.1,463.19,447.5513513513514,56.75675675675676,40.54054054054054,2.7027027027027026,0.0,0.0
3.5019057E7,ALEXANDRE FLEMING,SP,VARGEM GRANDE DO SUL,Estadual,Urbana,87.0,De 61 a 90 alunos,44.0,50.57471264367817,1.0,De 60% a 80%,Médio Alto,Maior que 50%,81.0,71.9,14.4,13.7,476.79666666666674,449.25,50.0,45.45454545454545,4.545454545454546,0.0,0.0
3.5391049E7,VARGEM GRANDE DO SUL ETEC DE,SP,VARGEM GRANDE DO SUL,Estadual,Urbana,119.0,Mais que 90 alunos,96.0,80.67226890756302,0.0,80% ou mais,Médio Alto,Maior que 50%,73.3,97.8,2.2,0.0,580.7933333333333,511.5520833333334,16.666666666666664,55.208333333333336,27.083333333333332,1.0416666666666665,0.0
3.5113049E7,D PEDRO II ESCOLA,SP,VARGEM GRANDE DO SUL,Privada,Urbana,42.0,De 31 a 60 alunos,33.0,78.57142857142857,0.0,80% ou mais,Alto,Maior que 50%,70.8,84.2,7.5,8.3,534.4,521.8333333333334,18.181818181818183,39.39393939393939,39.39393939393939,3.0303030303030303,0.0
3.5010534E7,ORLANDO ELLERO PROFESSOR,SP,VARGEM GRANDE PAULISTA,Estadual,Urbana,71.0,De 61 a 90 alunos,43.0,60.56338028169014,0.0,80% ou mais,Médio Alto,Até 50%,40.0,90.4,9.6,0.0,511.1933333333333,486.2418604651163,25.581395348837212,60.46511627906976,13.953488372093023,0.0,0.0
3.5010637E7,PAULO SOARES DA SILVA,SP,VARGEM GRANDE PAULISTA,Estadual,Urbana,45.0,De 31 a 60 alunos,34.0,75.55555555555556,0.0,80% ou mais,Médio Alto,Até 50%,47.2,89.2,10.8,0.0,483.68333333333334,471.4735294117648,35.294117647058826,55.88235294117647,8.823529411764707,0.0,0.0
3.5036663E7,LEONARDO SOARES RODRIGUES,SP,VARGEM GRANDE PAULISTA,Estadual,Urbana,60.0,De 31 a 60 alunos,42.0,70.0,1.0,80% ou mais,Alto,Maior que 50%,65.0,68.6,31.0,0.4,513.3333333333334,482.05476190476196,35.714285714285715,47.61904761904761,16.666666666666664,0.0,0.0
3.5048148E7,ELIAS ALVES DA COSTA BACHAREL,SP,VARGEM GRANDE PAULISTA,Estadual,Urbana,50.0,De 31 a 60 alunos,29.0,57.99999999999999,0.0,80% ou mais,Médio Alto,Até 50%,43.9,90.6,9.4,0.0,,480.55862068965513,34.48275862068966,55.172413793103445,10.344827586206897,0.0,0.0
3.5903012E7,LUCIA HELENA CESAR PROFESSORA,SP,VARGEM GRANDE PAULISTA,Estadual,Urbana,22.0,De 1 a 30 alunos,15.0,68.18181818181817,0.0,80% ou mais,Médio Alto,Até 50%,50.0,89.0,11.0,0.0,,487.9866666666667,26.666666666666668,53.333333333333336,20.0,0.0,0.0
3.5906414E7,JARDIM SAO LUCAS,SP,VARGEM GRANDE PAULISTA,Estadual,Urbana,57.0,De 31 a 60 alunos,35.0,61.40350877192983,0.0,80% ou mais,Médio Alto,Até 50%,49.6,87.5,5.3,7.2,467.01000000000005,454.70285714285717,60.0,34.285714285714285,5.714285714285714,0.0,0.0
3.5101783E7,CRIATIVA ESCOLA DE EIEEF,SP,VARGEM GRANDE PAULISTA,Privada,Urbana,12.0,De 1 a 30 alunos,11.0,91.66666666666666,0.0,De 60% a 80%,Sem informação,Maior que 50%,59.5,100.0,0.0,0.0,,537.0727272727273,27.27272727272727,18.181818181818183,54.54545454545454,0.0,0.0
3.5119684E7,AURORA ESCOLA,SP,VARGEM GRANDE PAULISTA,Privada,Urbana,16.0,De 1 a 30 alunos,12.0,75.0,0.0,Menos de 20%,Sem informação,Maior que 50%,61.7,100.0,0.0,0.0,,572.1833333333334,8.333333333333332,25.0,58.333333333333336,8.333333333333332,0.0
3.5159554E7,VARGEM GRANDE PAULISTA ESCOLA COOPERATIVA DE,SP,VARGEM GRANDE PAULISTA,Privada,Urbana,13.0,De 1 a 30 alunos,12.0,92.3076923076923,0.0,De 40% a 60%,Alto,Maior que 50%,57.9,80.4,19.6,0.0,,516.475,25.0,58.333333333333336,8.333333333333332,8.333333333333332,0.0
3.5368441E7,PRESCILA BONIFIGLIO GIANNINI COLEGIO,SP,VARGEM GRANDE PAULISTA,Privada,Urbana,21.0,De 1 a 30 alunos,14.0,66.66666666666666,0.0,De 60% a 80%,Muito Alto,Maior que 50%,70.0,97.0,3.0,0.0,,551.1642857142857,21.428571428571427,21.428571428571427,35.714285714285715,21.428571428571427,0.0
3.5810794E7,INTEGRACAO COLEGIO,SP,VARGEM GRANDE PAULISTA,Privada,Urbana,28.0,De 1 a 30 alunos,26.0,92.85714285714286,0.0,De 60% a 80%,Muito Alto,Maior que 50%,65.8,96.6,3.4,0.0,,585.8769230769232,0.0,23.076923076923077,61.53846153846154,11.538461538461538,3.8461538461538463
3.5019495E7,NATHANAEL SILVA PROFESSOR,SP,VARZEA PAULISTA,Estadual,Urbana,277.0,Mais que 90 alunos,144.0,51.985559566786996,1.0,De 60% a 80%,Médio Alto,Maior que 50%,55.4,80.5,19.4,0.1,560.9266666666666,478.1813793103448,32.63888888888889,54.166666666666664,13.194444444444445,0.0,0.0
3.5188785E7,FUTURA COLEGIO,SP,VARZEA PAULISTA,Privada,Urbana,22.0,De 1 a 30 alunos,17.0,77.27272727272727,0.0,80% ou mais,Alto,Maior que 50%,53.8,100.0,0.0,0.0,,515.0823529411764,17.647058823529413,58.82352941176471,23.52941176470588,0.0,0.0
3.5033595E7,PAULO GUERREIRO FRANCO ETEC,SP,VERA CRUZ,Estadual,Rural,57.0,De 31 a 60 alunos,38.0,66.66666666666666,0.0,De 60% a 80%,Médio,Maior que 50%,54.2,98.2,0.0,1.8,507.2566666666667,486.05,34.21052631578947,50.0,15.789473684210526,0.0,0.0
3.5033558E7,DIRCE BELLUZZO DE CAMPOS PROFA,SP,VERA CRUZ,Estadual,Urbana,91.0,Mais que 90 alunos,47.0,51.64835164835166,0.0,80% ou mais,Médio Alto,Maior que 50%,70.2,96.1,3.9,0.0,517.1566666666666,477.9063829787234,34.04255319148936,48.93617021276596,17.02127659574468,0.0,0.0
3.504564E7,ISRAEL SCHOBA PROFESSOR,SP,VINHEDO,Estadual,Urbana,159.0,Mais que 90 alunos,100.0,62.893081761006286,2.0,80% ou mais,Médio Alto,Maior que 50%,77.7,82.6,8.4,9.0,553.7700000000001,489.81200000000007,26.0,61.0,13.0,0.0,0.0
3.5920642E7,MARIA DO CARMO RICCI VON ZUBEN PROFESSORA,SP,VINHEDO,Estadual,Urbana,220.0,Mais que 90 alunos,148.0,67.27272727272727,1.0,80% ou mais,Médio Alto,Maior que 50%,74.2,86.5,5.5,8.0,567.19,484.3601351351352,26.351351351351347,61.48648648648649,12.162162162162163,0.0,0.0
3.5112461E7,SESI 242 CENTRO EDUCACIONAL,SP,VINHEDO,Privada,Urbana,57.0,De 31 a 60 alunos,48.0,84.21052631578947,1.0,80% ou mais,Muito Alto,Maior que 50%,69.2,100.0,0.0,0.0,562.9799999999999,530.9208333333333,10.416666666666668,52.083333333333336,35.41666666666667,2.083333333333333,0.0
3.5144538E7,SANT ANNA COLEGIO,SP,VINHEDO,Privada,Urbana,39.0,De 31 a 60 alunos,29.0,74.35897435897436,0.0,80% ou mais,Muito Alto,Até 50%,47.8,94.5,5.5,0.0,,543.0310344827586,3.4482758620689653,55.172413793103445,37.93103448275862,3.4482758620689653,0.0
3.5163831E7,BENEDITINO DE VINHEDO COLEGIO,SP,VINHEDO,Privada,Urbana,36.0,De 31 a 60 alunos,30.0,83.33333333333334,0.0,80% ou mais,Muito Alto,Até 50%,50.0,97.6,1.2,1.2,535.6166666666667,535.6166666666667,10.0,43.333333333333336,43.333333333333336,3.3333333333333335,0.0
3.5166753E7,VINHEDO COLEGIO INTEGRAL DE,SP,VINHEDO,Privada,Urbana,38.0,De 31 a 60 alunos,33.0,86.8421052631579,0.0,De 40% a 60%,Muito Alto,Maior que 50%,63.2,99.3,0.7,0.0,559.23,547.4575757575758,6.0606060606060606,45.45454545454545,45.45454545454545,3.0303030303030303,0.0
3.5430808E7,NOVO ANGLO COLEGIO UNIDADE VINHEDO,SP,VINHEDO,Privada,Urbana,84.0,De 61 a 90 alunos,80.0,95.23809523809523,0.0,De 40% a 60%,Muito Alto,Maior que 50%,68.5,94.2,5.8,0.0,650.4066666666666,578.125,1.25,37.5,46.25,15.0,0.0
3.549889E7,SANT ANNA PRO COLEGIO,SP,VINHEDO,Privada,Urbana,74.0,De 61 a 90 alunos,61.0,82.43243243243244,0.0,Menos de 20%,Sem informação,Maior que 50%,52.5,94.5,5.5,0.0,582.9433333333333,524.5918032786885,21.311475409836063,37.704918032786885,37.704918032786885,1.639344262295082,1.639344262295082
3.580219E7,VINHEDO COLEGIO DE,SP,VINHEDO,Privada,Urbana,26.0,De 1 a 30 alunos,20.0,76.92307692307693,0.0,De 40% a 60%,Muito Alto,Até 50%,46.7,97.7,2.3,0.0,,523.76,15.0,40.0,45.0,0.0,0.0
3.5165141E7,EDUCACIONAL DE VIRADOURO COLEGIO,SP,VIRADOURO,Privada,Urbana,15.0,De 1 a 30 alunos,12.0,80.0,0.0,80% ou mais,Muito Alto,Maior que 50%,68.8,100.0,0.0,0.0,,558.5666666666666,0.0,41.66666666666667,58.333333333333336,0.0,0.0
3.5016743E7,ANTONIETA FERRARESE PROFESSORA,SP,VOTORANTIM,Estadual,Urbana,69.0,De 61 a 90 alunos,39.0,56.52173913043478,0.0,De 60% a 80%,Alto,Maior que 50%,76.4,97.1,0.0,2.9,510.46000000000004,486.1564102564102,28.205128205128204,61.53846153846154,10.256410256410255,0.0,0.0
3.5016755E7,ARMANDO RIZZO PROFESSOR,SP,VOTORANTIM,Estadual,Urbana,98.0,Mais que 90 alunos,57.0,58.16326530612245,0.0,De 60% a 80%,Médio Alto,Maior que 50%,78.7,82.8,14.5,2.7,534.68,485.478947368421,35.08771929824561,50.877192982456144,14.035087719298245,0.0,0.0
3.5016779E7,JOSE ERMIRIO DE MORAES SENADOR,SP,VOTORANTIM,Estadual,Urbana,110.0,Mais que 90 alunos,79.0,71.81818181818181,0.0,80% ou mais,Alto,Maior que 50%,62.7,96.7,0.4,2.9,552.9066666666666,486.253164556962,32.91139240506329,48.10126582278481,18.9873417721519,0.0,0.0
3.5016809E7,DANIEL VERANO PROFESSOR,SP,VOTORANTIM,Estadual,Urbana,124.0,Mais que 90 alunos,62.0,50.0,0.0,De 40% a 60%,Médio Alto,Maior que 50%,75.3,79.5,14.0,6.5,502.7633333333333,459.3064516129033,40.32258064516129,56.451612903225815,3.225806451612903,0.0,0.0
3.5405218E7,ELIAS MIGUEL JUNIOR PROFESSOR ETEC,SP,VOTORANTIM,Estadual,Urbana,76.0,De 61 a 90 alunos,71.0,93.42105263157895,0.0,80% ou mais,Alto,Maior que 50%,70.7,96.8,3.2,0.0,561.72,513.6619718309859,11.267605633802818,64.7887323943662,23.943661971830984,0.0,0.0
3.511188E7,SESI 023 CENTRO EDUCACIONAL,SP,VOTORANTIM,Privada,Urbana,32.0,De 31 a 60 alunos,30.0,93.75,0.0,80% ou mais,Alto,Maior que 50%,69.2,100.0,0.0,0.0,555.8233333333334,555.8233333333334,3.3333333333333335,30.0,66.66666666666666,0.0,0.0
3.5143443E7,ANTENOR THOMAZI ESCOLA CRISTAO,SP,VOTORANTIM,Privada,Urbana,14.0,De 1 a 30 alunos,11.0,78.57142857142857,0.0,80% ou mais,Alto,Maior que 50%,54.5,100.0,0.0,0.0,,552.7818181818183,0.0,54.54545454545454,36.36363636363637,9.090909090909092,0.0
3.5802281E7,BELA ALVORADA COLEGIO,SP,VOTORANTIM,Privada,Urbana,11.0,De 1 a 30 alunos,11.0,100.0,0.0,De 60% a 80%,Sem informação,Maior que 50%,69.2,98.1,1.9,0.0,,570.809090909091,0.0,27.27272727272727,63.63636363636363,9.090909090909092,0.0
3.5029087E7,ARNALDO MARIA DE ITAPORANGA FREI ETEC,SP,VOTUPORANGA,Estadual,Rural,56.0,De 31 a 60 alunos,41.0,73.21428571428571,0.0,80% ou mais,Médio Alto,Maior que 50%,67.4,98.9,1.1,0.0,511.14666666666665,485.809756097561,24.390243902439025,60.97560975609756,14.634146341463413,0.0,0.0
3.5029105E7,CICERO BARBOSA LIMA JUNIOR PROF,SP,VOTUPORANGA,Estadual,Urbana,158.0,Mais que 90 alunos,103.0,65.18987341772153,0.0,De 60% a 80%,Alto,Maior que 50%,85.8,98.3,1.2,0.5,534.8903225806451,471.5708737864078,33.980582524271846,58.252427184466015,7.766990291262135,0.0,0.0
3.5029208E7,UZENIR COELHO ZEITUNE PROFA,SP,VOTUPORANGA,Estadual,Urbana,109.0,Mais que 90 alunos,75.0,68.80733944954129,0.0,80% ou mais,Médio Alto,Maior que 50%,60.1,93.2,6.8,0.0,558.9100000000001,498.3026666666667,22.666666666666664,54.666666666666664,22.666666666666664,0.0,0.0
3.5044167E7,ENNY TEREZA LONGO FRACARO PROFA,SP,VOTUPORANGA,Estadual,Urbana,91.0,Mais que 90 alunos,46.0,50.54945054945055,0.0,De 60% a 80%,Médio Alto,Maior que 50%,79.0,84.5,15.5,0.0,511.1000000000001,474.61086956521734,45.65217391304348,36.95652173913043,17.391304347826086,0.0,0.0
3.5908162E7,JURACI LIMA LUPO PROFA,SP,VOTUPORANGA,Estadual,Urbana,83.0,De 61 a 90 alunos,49.0,59.036144578313255,0.0,De 60% a 80%,Médio Alto,Maior que 50%,70.8,90.2,8.0,1.8,520.96,478.4551020408163,30.612244897959183,53.06122448979592,16.3265306122449,0.0,0.0
3.5919697E7,MARIA NIVEA COSTA PINTO FREITAS PROFA,SP,VOTUPORANGA,Estadual,Urbana,66.0,De 61 a 90 alunos,43.0,65.15151515151516,0.0,De 60% a 80%,Médio Alto,Maior que 50%,88.0,98.1,1.4,0.5,506.26666666666665,475.76279069767446,30.23255813953488,60.46511627906976,9.30232558139535,0.0,0.0
