CARACTERÍSTICAS ESCOLA CÓDIGO DA ENTIDADE,NOME DA ENTIDADE,SIGLA DA UF,MUNICÍPIO,DEPENDÊNCIA ADMINISTRATIVA,LOCALIZAÇÃO,NÚMERO DE ALUNOS NO CENSO,PORTE DA ESCOLA,NÚMERO DE PARTICIPANTES NO ENEM,TAXA DE PARTICPAÇÃO,NÚMERO DE PARTICIPANTES COM NECESSIDADES ESPECIAIS,INDICADORES INDICADOR DE PERMANENCIA NA ESCOLA,INDICADOR NÍVEL SOCIOECONÔMICO,FAIXA - INDICADOR DE FORMAÇÃO DOCENTE,INDICADOR DE FORMAÇÃO DOCENTE,TAXA DE APROVAÇÃO,TAXA DE REPROVAÇÃO,TAXA DE ABANDONO,DESEMPENHO  CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS MÉDIA DOS 30 MELHORES ALUNOS DA ESCOLA,MÉDIA,Percentual alunos NÍVEL 1,Percentual alunos NÍVEL 2,Percentual alunos NÍVEL 3,Percentual alunos NÍVEL 4,Percentual alunos NÍVEL 5
3.5005502E7,BELEM DA SERRA,SP,FRANCISCO MORATO,Estadual,Urbana,217.0,Mais que 90 alunos,109.0,50.23041474654379,1.0,80% ou mais,Médio Alto,Maior que 50%,59.5,94.0,2.3,3.7,591.3633333333333,518.9724770642201,18.34862385321101,44.95412844036697,35.77981651376147,0.9174311926605505,0.0
3.5038349E7,ROGERIO LEVORIN PROF,SP,FRANCISCO MORATO,Estadual,Urbana,247.0,Mais que 90 alunos,147.0,59.51417004048582,0.0,80% ou mais,Médio,Maior que 50%,57.9,92.0,4.7,3.3,605.51,527.287074829932,12.925170068027212,46.93877551020408,40.136054421768705,0.0,0.0
3.5440036E7,FRANCISCO MORATO ETEC DE,SP,FRANCISCO MORATO,Estadual,Urbana,83.0,De 61 a 90 alunos,78.0,93.97590361445783,0.0,80% ou mais,Alto,Maior que 50%,71.4,96.4,2.1,1.5,669.3066666666667,626.3705128205129,1.282051282051282,2.564102564102564,70.51282051282051,25.64102564102564,0.0
3.5915233E7,BUENO DE AZEVEDO FILHO PROF,SP,FRANCISCO MORATO,Estadual,Urbana,144.0,Mais que 90 alunos,79.0,54.861111111111114,0.0,80% ou mais,Médio Alto,Maior que 50%,73.5,97.6,1.4,1.0,587.9600000000002,534.8556962025316,7.59493670886076,46.835443037974684,44.303797468354425,1.2658227848101267,0.0
3.511952E7,SOBEN CENTRO EDUCACIONAL,SP,FRANCISCO MORATO,Privada,Urbana,30.0,De 1 a 30 alunos,21.0,70.0,0.0,80% ou mais,Alto,Maior que 50%,76.9,99.0,1.0,0.0,,562.4904761904761,14.285714285714285,14.285714285714285,66.66666666666666,4.761904761904762,0.0
3.5126056E7,ESCALADA COLEGIO,SP,FRANCISCO MORATO,Privada,Urbana,16.0,De 1 a 30 alunos,14.0,87.5,0.0,80% ou mais,Médio Alto,Maior que 50%,69.4,95.3,4.7,0.0,,566.1071428571429,0.0,42.857142857142854,50.0,7.142857142857142,0.0
3.5005654E7,ADAMASTOR BAPTISTA PROF,SP,FRANCO DA ROCHA,Estadual,Urbana,16.0,De 1 a 30 alunos,11.0,68.75,0.0,De 60% a 80%,Médio Alto,Maior que 50%,66.7,99.1,0.9,0.0,,520.6363636363637,9.090909090909092,63.63636363636363,27.27272727272727,0.0,0.0
3.5290671E7,EMILIO HERNANDEZ AGUILAR DR ETEC,SP,FRANCO DA ROCHA,Estadual,Urbana,124.0,Mais que 90 alunos,120.0,96.7741935483871,0.0,80% ou mais,Alto,Maior que 50%,58.1,99.7,0.3,0.0,680.9966666666667,628.9908333333334,0.0,3.3333333333333335,64.16666666666667,31.666666666666664,0.8333333333333334
3.5124503E7,DOM MACARIO SCHMITT COLEGIO,SP,FRANCO DA ROCHA,Privada,Urbana,24.0,De 1 a 30 alunos,23.0,95.83333333333334,0.0,80% ou mais,Alto,Maior que 50%,57.1,92.2,7.8,0.0,,610.4565217391304,0.0,4.3478260869565215,86.95652173913044,8.695652173913043,0.0
3.5813936E7,ABSOLUTO COLEGIO,SP,FRANCO DA ROCHA,Privada,Urbana,37.0,De 31 a 60 alunos,31.0,83.78378378378379,0.0,80% ou mais,Alto,Maior que 50%,83.3,94.2,5.8,0.0,576.2133333333334,573.1,0.0,38.70967741935484,58.06451612903226,3.225806451612903,0.0
3.5030211E7,ANTONIO KASSAWARA KATUTOK,SP,GABRIEL MONTEIRO,Estadual,Urbana,15.0,De 1 a 30 alunos,12.0,80.0,0.0,80% ou mais,Médio Alto,Maior que 50%,68.8,100.0,0.0,0.0,,548.2083333333334,8.333333333333332,41.66666666666667,50.0,0.0,0.0
3.5033424E7,NELY CARBONIERI DE ANDRADE PROFA,SP,GARCA,Estadual,Urbana,150.0,Mais que 90 alunos,80.0,53.333333333333336,0.0,De 60% a 80%,Médio Alto,Maior que 50%,69.5,85.9,6.9,7.2,571.9633333333334,508.17625,17.5,55.00000000000001,27.500000000000004,0.0,0.0
3.5033431E7,ANTONIO MAGLIANO MONSENHOR ETEC,SP,GARCA,Estadual,Urbana,143.0,Mais que 90 alunos,126.0,88.11188811188812,0.0,80% ou mais,Médio Alto,Maior que 50%,54.5,98.6,1.2,0.2,619.38,556.6261904761905,3.968253968253968,32.53968253968254,60.317460317460316,3.1746031746031744,0.0
3.5033509E7,PAULO ORNELLAS CARVALHO DE BARROS DEP ETEC,SP,GARCA,Estadual,Urbana,25.0,De 1 a 30 alunos,18.0,72.0,0.0,80% ou mais,Médio Alto,Maior que 50%,63.0,96.3,3.7,0.0,,517.9000000000001,5.555555555555555,72.22222222222221,22.22222222222222,0.0,0.0
3.5117456E7,SESI 267 CENTRO EDUCACIONAL,SP,GARCA,Privada,Urbana,15.0,De 1 a 30 alunos,14.0,93.33333333333333,0.0,80% ou mais,Alto,Maior que 50%,59.0,97.3,2.7,0.0,,553.1357142857142,0.0,35.714285714285715,64.28571428571429,0.0,0.0
3.5117481E7,SANTO ANTONIO COLEGIO,SP,GARCA,Privada,Urbana,25.0,De 1 a 30 alunos,19.0,76.0,0.0,80% ou mais,Alto,Maior que 50%,60.4,96.1,3.9,0.0,,587.121052631579,0.0,26.31578947368421,52.63157894736842,21.052631578947366,0.0
3.5150745E7,LUMEN COLEGIO,SP,GARCA,Privada,Urbana,31.0,De 31 a 60 alunos,28.0,90.32258064516128,0.0,De 60% a 80%,Muito Alto,Maior que 50%,75.0,98.8,1.2,0.0,,624.5107142857144,0.0,3.571428571428571,67.85714285714286,28.57142857142857,0.0
3.5150757E7,ANTARES COLEGIO,SP,GARCA,Privada,Urbana,21.0,De 1 a 30 alunos,19.0,90.47619047619048,0.0,80% ou mais,Muito Alto,Maior que 50%,61.4,96.8,2.1,1.1,,588.3578947368421,5.263157894736842,26.31578947368421,52.63157894736842,10.526315789473683,5.263157894736842
3.5030659E7,TEREZA VALVERDE CARDOSO TIRAPELE PROFA,SP,GASTAO VIDIGAL,Estadual,Urbana,47.0,De 31 a 60 alunos,31.0,65.95744680851064,0.0,80% ou mais,Médio,Maior que 50%,55.7,99.2,0.8,0.0,527.82,524.0741935483871,9.67741935483871,51.61290322580645,38.70967741935484,0.0,0.0
3.5124552E7,UNIAO SALGADENSE DE ENSINO COLEGIO,SP,GENERAL SALGADO,Privada,Urbana,14.0,De 1 a 30 alunos,11.0,78.57142857142857,0.0,80% ou mais,Muito Alto,Maior que 50%,64.8,100.0,0.0,0.0,,618.8818181818183,0.0,9.090909090909092,54.54545454545454,36.36363636363637,0.0
3.5026396E7,JOSE BELMIRO ROCHA,SP,GUAIMBE,Estadual,Urbana,75.0,De 61 a 90 alunos,53.0,70.66666666666667,0.0,80% ou mais,Médio,Maior que 50%,62.5,88.7,6.9,4.4,573.3933333333333,532.333962264151,11.320754716981133,41.509433962264154,47.16981132075472,0.0,0.0
3.5022238E7,ENOCH GARCIA LEAL,SP,GUAIRA,Estadual,Urbana,223.0,Mais que 90 alunos,116.0,52.01793721973094,1.0,De 60% a 80%,Médio Alto,Maior que 50%,79.7,86.6,0.1,13.3,590.2199999999999,518.1793103448275,13.793103448275861,55.172413793103445,29.310344827586203,1.7241379310344827,0.0
3.5022433E7,ZEZINHO PORTUGAL,SP,GUAIRA,Estadual,Urbana,78.0,De 61 a 90 alunos,60.0,76.92307692307693,0.0,80% ou mais,Médio Alto,Maior que 50%,86.5,94.6,5.1,0.3,579.2633333333334,528.9416666666667,10.0,46.666666666666664,43.333333333333336,0.0,0.0
3.5142815E7,IRUM CURUMIM ESCOLA DE EDUCACAO BASICA EDUCACAO PROFISSIONAL,SP,GUAIRA,Privada,Urbana,13.0,De 1 a 30 alunos,13.0,100.0,0.0,80% ou mais,Alto,Maior que 50%,68.8,97.5,2.5,0.0,,554.8615384615385,7.6923076923076925,30.76923076923077,61.53846153846154,0.0,0.0
3.5167046E7,SANTA LUZ CENTRO EDUCACAO,SP,GUAIRA,Privada,Urbana,25.0,De 1 a 30 alunos,23.0,92.0,0.0,80% ou mais,Muito Alto,Maior que 50%,71.2,98.9,1.1,0.0,,607.4869565217392,0.0,17.391304347826086,60.86956521739131,21.73913043478261,0.0
3.5466657E7,ANA LELIS SANTANA CENTRO EDUCACIONAL UNID II,SP,GUAIRA,Privada,Urbana,26.0,De 1 a 30 alunos,26.0,100.0,0.0,80% ou mais,Alto,Até 50%,47.1,97.1,2.9,0.0,,628.8076923076923,0.0,11.538461538461538,57.692307692307686,26.923076923076923,3.8461538461538463
3.5154573E7,EVOLUCAO COLEGIO,SP,GUARA,Privada,Urbana,13.0,De 1 a 30 alunos,12.0,92.3076923076923,0.0,80% ou mais,Alto,Maior que 50%,75.9,98.0,2.0,0.0,,573.875,8.333333333333332,16.666666666666664,75.0,0.0,0.0
3.5029506E7,JUVENTINO NOGUEIRA RAMOS,SP,GUARACAI,Estadual,Urbana,68.0,De 61 a 90 alunos,44.0,64.70588235294117,0.0,80% ou mais,Médio Alto,Maior que 50%,78.1,90.3,7.1,2.6,577.36,543.8090909090909,9.090909090909092,36.36363636363637,54.54545454545454,0.0,0.0
3.5026402E7,JOSE EGEA PROF,SP,GUARANTA,Estadual,Urbana,50.0,De 31 a 60 alunos,27.0,54.0,0.0,80% ou mais,Médio,Maior que 50%,61.0,86.6,12.9,0.5,,510.42962962962963,14.814814814814813,66.66666666666666,18.51851851851852,0.0,0.0
3.5029944E7,JOAO ARRUDA BRASIL,SP,GUARARAPES,Estadual,Urbana,123.0,Mais que 90 alunos,70.0,56.91056910569105,0.0,80% ou mais,Médio Alto,Maior que 50%,78.2,96.3,3.7,0.0,592.3,538.8042857142858,11.428571428571429,44.285714285714285,41.42857142857143,2.857142857142857,0.0
3.5116774E7,SESI 237 CENTRO EDUCACIONAL,SP,GUARARAPES,Privada,Urbana,44.0,De 31 a 60 alunos,34.0,77.27272727272727,0.0,80% ou mais,Alto,Maior que 50%,60.0,100.0,0.0,0.0,588.5066666666667,575.8205882352942,0.0,32.35294117647059,61.76470588235294,5.88235294117647,0.0
3.5138708E7,GUARARAPES ASSOCIACAO DE ENSINO DE,SP,GUARARAPES,Privada,Urbana,16.0,De 1 a 30 alunos,13.0,81.25,0.0,De 60% a 80%,Alto,Maior que 50%,73.0,100.0,0.0,0.0,,602.4461538461538,0.0,15.384615384615385,61.53846153846154,23.076923076923077,0.0
3.5160581E7,LUMEN COLEGIO,SP,GUARARAPES,Privada,Urbana,35.0,De 31 a 60 alunos,31.0,88.57142857142857,0.0,De 60% a 80%,Muito Alto,Maior que 50%,73.5,97.4,2.6,0.0,618.34,613.4548387096775,0.0,12.903225806451612,51.61290322580645,35.483870967741936,0.0
3.5006774E7,ANTONIO LERARIO,SP,GUARAREMA,Estadual,Urbana,44.0,De 31 a 60 alunos,24.0,54.54545454545454,0.0,80% ou mais,Médio Alto,Maior que 50%,61.5,95.5,4.5,0.0,,522.6166666666667,12.5,54.166666666666664,33.33333333333333,0.0,0.0
3.5038398E7,IVAN BRASIL,SP,GUARAREMA,Estadual,Urbana,68.0,De 61 a 90 alunos,50.0,73.52941176470588,1.0,80% ou mais,Alto,Até 50%,43.1,90.1,7.9,2.0,589.0566666666667,547.444,6.0,36.0,56.00000000000001,2.0,0.0
3.5012658E7,ALFREDO DE BARROS SANTOS PROF ETEC,SP,GUARATINGUETA,Estadual,Urbana,121.0,Mais que 90 alunos,89.0,73.55371900826447,0.0,De 60% a 80%,Alto,Maior que 50%,57.7,94.2,4.1,1.7,644.8266666666666,605.314606741573,1.1235955056179776,6.741573033707865,82.02247191011236,10.112359550561797,0.0
3.5012841E7,NILO SANTOS VIEIRA PROF,SP,GUARATINGUETA,Estadual,Urbana,49.0,De 31 a 60 alunos,27.0,55.10204081632652,1.0,De 60% a 80%,Médio Alto,Maior que 50%,62.0,71.6,22.7,5.7,,495.74074074074076,22.22222222222222,59.25925925925925,18.51851851851852,0.0,0.0
3.5012932E7,FLAMINIO LESSA DR,SP,GUARATINGUETA,Estadual,Urbana,63.0,De 61 a 90 alunos,39.0,61.904761904761905,0.0,De 60% a 80%,Médio,Maior que 50%,69.8,88.7,9.7,1.6,550.4833333333333,521.9051282051282,17.94871794871795,46.15384615384615,30.76923076923077,5.128205128205128,0.0
3.5046E7,CARLOS AUGUSTO PATRICIO AMORIM PROF CTIG UNESP,SP,GUARATINGUETA,Estadual,Urbana,93.0,Mais que 90 alunos,85.0,91.39784946236558,0.0,De 60% a 80%,Muito Alto,Maior que 50%,77.6,95.1,3.8,1.1,688.11,644.3529411764707,0.0,1.1764705882352942,62.35294117647059,36.470588235294116,0.0
3.5110668E7,NOSSA SENHORA DO CARMO INSTITUTO,SP,GUARATINGUETA,Privada,Urbana,16.0,De 1 a 30 alunos,13.0,81.25,0.0,80% ou mais,Muito Alto,Maior que 50%,66.7,93.2,6.8,0.0,,610.5692307692308,0.0,7.6923076923076925,69.23076923076923,23.076923076923077,0.0
3.5116701E7,TABLEAU COLEGIO,SP,GUARATINGUETA,Privada,Urbana,23.0,De 1 a 30 alunos,12.0,52.17391304347826,0.0,De 40% a 60%,Muito Alto,Maior que 50%,51.2,98.5,0.0,1.5,,534.2416666666667,16.666666666666664,33.33333333333333,50.0,0.0,0.0
3.512583E7,ALBERT EINSTEIN COLEGIO,SP,GUARATINGUETA,Privada,Urbana,50.0,De 31 a 60 alunos,38.0,76.0,0.0,80% ou mais,Muito Alto,Maior que 50%,59.5,94.0,4.9,1.1,610.62,584.3236842105263,5.263157894736842,18.421052631578945,63.1578947368421,10.526315789473683,2.631578947368421
3.5143625E7,FENIX COLEGIO,SP,GUARATINGUETA,Privada,Urbana,101.0,Mais que 90 alunos,94.0,93.06930693069307,0.0,80% ou mais,Muito Alto,Maior que 50%,59.4,98.6,1.4,0.0,683.4633333333334,634.204255319149,0.0,3.1914893617021276,62.76595744680851,34.04255319148936,0.0
3.5154436E7,FONTE COLEGIO,SP,GUARATINGUETA,Privada,Urbana,14.0,De 1 a 30 alunos,13.0,92.85714285714286,0.0,De 60% a 80%,Muito Alto,Maior que 50%,79.2,96.0,4.0,0.0,,583.8923076923077,0.0,23.076923076923077,76.92307692307693,0.0,0.0
3.5806389E7,ARMANDO ZOLLNER ESCOLA UNIAO DE SISTEMA DE ENSINO FAZER,SP,GUARATINGUETA,Privada,Urbana,52.0,De 31 a 60 alunos,47.0,90.38461538461539,0.0,De 60% a 80%,Muito Alto,Maior que 50%,69.9,90.6,9.4,0.0,630.6833333333333,594.7191489361702,4.25531914893617,10.638297872340425,70.2127659574468,12.76595744680851,2.127659574468085
3.5463589E7,BENTO CARLOS BOTELHO DO AMARAL ETEC,SP,GUARIBA,Estadual,Urbana,39.0,De 31 a 60 alunos,31.0,79.48717948717949,0.0,80% ou mais,Sem informação,Maior que 50%,64.9,100.0,0.0,0.0,579.0933333333335,574.5903225806452,6.451612903225806,16.129032258064516,74.19354838709677,3.225806451612903,0.0
3.5802232E7,DOM BOSCO COLEGIO,SP,GUARIBA,Privada,Urbana,36.0,De 31 a 60 alunos,29.0,80.55555555555556,0.0,80% ou mais,Alto,Até 50%,29.7,100.0,0.0,0.0,,587.3103448275862,3.4482758620689653,20.689655172413794,62.06896551724138,13.793103448275861,0.0
3.5809809E7,INSTITUTO DE EDUCACAO GUARIBA,SP,GUARIBA,Privada,Urbana,12.0,De 1 a 30 alunos,12.0,100.0,0.0,De 60% a 80%,Muito Alto,Maior que 50%,55.6,97.7,2.3,0.0,,577.15,8.333333333333332,16.666666666666664,66.66666666666666,8.333333333333332,0.0
3.5011538E7,PAULO CLEMENTE SANTINI,SP,GUARUJA,Estadual,Urbana,35.0,De 31 a 60 alunos,18.0,51.42857142857142,0.0,De 60% a 80%,Médio,Maior que 50%,57.1,69.5,30.5,0.0,,520.8055555555555,11.11111111111111,50.0,33.33333333333333,5.555555555555555,0.0
3.5011548E7,RAQUEL DE CASTRO FERREIRA PROFESSORA,SP,GUARUJA,Estadual,Urbana,244.0,Mais que 90 alunos,126.0,51.63934426229508,0.0,80% ou mais,Médio Alto,Maior que 50%,67.0,88.5,11.0,0.5,597.3266666666666,530.0404761904763,8.73015873015873,46.82539682539682,44.44444444444444,0.0,0.0
3.5011587E7,VICENTE DE CARVALHO,SP,GUARUJA,Estadual,Urbana,174.0,Mais que 90 alunos,109.0,62.643678160919535,0.0,De 60% a 80%,Médio Alto,Maior que 50%,66.9,73.5,25.8,0.7,598.3299999999999,530.3642201834863,10.091743119266056,52.293577981651374,36.69724770642202,0.9174311926605505,0.0
3.5011666E7,EDUARDO GOMES MARECHAL DO AR,SP,GUARUJA,Estadual,Urbana,124.0,Mais que 90 alunos,85.0,68.54838709677419,2.0,80% ou mais,Alto,Maior que 50%,50.5,96.8,2.8,0.4,593.95,536.2294117647059,9.411764705882353,45.88235294117647,44.70588235294118,0.0,0.0
3.5038775E7,DOMINGOS DE SOUZA PREFEITO,SP,GUARUJA,Estadual,Urbana,269.0,Mais que 90 alunos,178.0,66.17100371747212,0.0,80% ou mais,Alto,Maior que 50%,74.0,83.0,13.2,3.8,621.6166666666667,542.047191011236,8.98876404494382,41.01123595505618,48.87640449438202,1.1235955056179776,0.0
3.5294937E7,ALBERTO SANTOS DUMONT ETEC,SP,GUARUJA,Estadual,Urbana,101.0,Mais que 90 alunos,89.0,88.11881188118812,0.0,80% ou mais,Alto,Maior que 50%,54.6,99.3,0.7,0.0,644.24,599.7662921348315,1.1235955056179776,11.235955056179774,75.28089887640449,12.359550561797752,0.0
3.5131295E7,DON DOMENICO COLEGIO,SP,GUARUJA,Privada,Urbana,33.0,De 31 a 60 alunos,21.0,63.63636363636363,0.0,De 60% a 80%,Muito Alto,Maior que 50%,58.1,89.2,10.8,0.0,,573.347619047619,0.0,38.095238095238095,57.14285714285714,4.761904761904762,0.0
3.5133772E7,ADELIA CAMARGO CORREA COLEGIO DE EFM,SP,GUARUJA,Privada,Urbana,144.0,Mais que 90 alunos,103.0,71.52777777777779,0.0,De 40% a 60%,Alto,Maior que 50%,57.7,90.2,9.8,0.0,627.6466666666668,565.5388349514564,4.854368932038835,26.21359223300971,63.10679611650486,5.825242718446602,0.0
3.5160544E7,ALFA COLEGIO UNIDADE II,SP,GUARUJA,Privada,Urbana,24.0,De 1 a 30 alunos,17.0,70.83333333333334,0.0,80% ou mais,Alto,Maior que 50%,61.5,93.2,6.8,0.0,,570.9764705882353,5.88235294117647,29.411764705882355,58.82352941176471,5.88235294117647,0.0
3.5186259E7,OBJETIVO DO LITORAL CENTRO EDUCACIONAL UNIDADE VII,SP,GUARUJA,Privada,Urbana,32.0,De 31 a 60 alunos,26.0,81.25,0.0,De 40% a 60%,Muito Alto,Maior que 50%,65.7,98.4,1.6,0.0,,615.9615384615385,0.0,11.538461538461538,65.38461538461539,23.076923076923077,0.0
3.5196976E7,NOVA GERACAO ESCOLA INTERNACIONAL,SP,GUARUJA,Privada,Urbana,13.0,De 1 a 30 alunos,11.0,84.61538461538461,0.0,De 40% a 60%,Sem informação,Maior que 50%,63.6,94.3,5.7,0.0,,575.4545454545455,9.090909090909092,27.27272727272727,54.54545454545454,9.090909090909092,0.0
3.5005824E7,CRISPINIANO CONSELHEIRO,SP,GUARULHOS,Estadual,Urbana,307.0,Mais que 90 alunos,202.0,65.79804560260585,0.0,80% ou mais,Alto,Maior que 50%,57.3,91.4,8.2,0.4,624.3366666666666,545.7821782178219,6.435643564356436,36.633663366336634,55.44554455445545,1.4851485148514851,0.0
3.5005836E7,BRASILIA CASTANHO DE OLIVEIRA DONA,SP,GUARULHOS,Estadual,Urbana,87.0,De 61 a 90 alunos,55.0,63.2183908045977,0.0,80% ou mais,Médio Alto,Maior que 50%,82.6,84.1,15.9,0.0,592.2166666666667,556.0763636363637,7.2727272727272725,29.09090909090909,63.63636363636363,0.0,0.0
3.5005861E7,JOSE SCARAMELLI PROFESSOR,SP,GUARULHOS,Estadual,Urbana,69.0,De 61 a 90 alunos,37.0,53.62318840579711,0.0,De 60% a 80%,Médio Alto,Maior que 50%,51.9,92.7,4.9,2.4,558.8433333333334,534.2594594594595,10.81081081081081,40.54054054054054,48.64864864864865,0.0,0.0
3.5005885E7,ROTARY,SP,GUARULHOS,Estadual,Urbana,25.0,De 1 a 30 alunos,21.0,84.0,0.0,De 60% a 80%,Médio,Maior que 50%,76.8,68.5,31.5,0.0,,508.0190476190477,19.047619047619047,42.857142857142854,38.095238095238095,0.0,0.0
3.5005915E7,JOSE ALVES DE CERQUEIRA CESAR,SP,GUARULHOS,Estadual,Urbana,173.0,Mais que 90 alunos,94.0,54.33526011560693,0.0,De 60% a 80%,Alto,Maior que 50%,74.8,82.6,15.0,2.4,619.3333333333334,560.2968085106384,2.127659574468085,36.17021276595745,57.446808510638306,4.25531914893617,0.0
3.5005976E7,MARIA HELENA BARBOSA MARTINS PROFESSORA,SP,GUARULHOS,Estadual,Urbana,153.0,Mais que 90 alunos,77.0,50.326797385620914,0.0,80% ou mais,Médio Alto,Maior que 50%,62.7,77.9,13.6,8.5,614.5633333333334,559.5714285714286,2.5974025974025974,35.064935064935064,58.44155844155844,3.896103896103896,0.0
3.5005988E7,MARIA LEONI,SP,GUARULHOS,Estadual,Urbana,118.0,Mais que 90 alunos,79.0,66.94915254237289,0.0,De 60% a 80%,Alto,Até 50%,48.3,66.2,33.2,0.6,601.0400000000001,543.9164556962025,8.860759493670885,36.708860759493675,53.16455696202531,1.2658227848101267,0.0
3.5005997E7,VALDIVINO DE CASTRO PEREIRA,SP,GUARULHOS,Estadual,Urbana,37.0,De 31 a 60 alunos,21.0,56.75675675675676,1.0,De 60% a 80%,Médio Alto,Maior que 50%,66.7,67.7,22.9,9.4,,512.2857142857143,14.285714285714285,71.42857142857143,14.285714285714285,0.0,0.0
3.5006026E7,ANTONIO DE RE VEREADOR,SP,GUARULHOS,Estadual,Urbana,209.0,Mais que 90 alunos,132.0,63.1578947368421,0.0,De 60% a 80%,Alto,Maior que 50%,77.0,93.0,6.8,0.2,610.41,538.9333333333333,8.333333333333332,41.66666666666667,49.24242424242424,0.7575757575757576,0.0
3.5006063E7,FREDERICO DE BARROS BROTERO PROFESSOR,SP,GUARULHOS,Estadual,Urbana,197.0,Mais que 90 alunos,101.0,51.26903553299492,1.0,De 60% a 80%,Alto,Maior que 50%,73.2,92.1,7.9,0.0,609.0866666666666,546.909900990099,10.891089108910892,27.722772277227726,60.396039603960396,0.9900990099009901,0.0
3.5006075E7,ERICO VERISSIMO,SP,GUARULHOS,Estadual,Urbana,211.0,Mais que 90 alunos,106.0,50.23696682464455,1.0,De 60% a 80%,Médio Alto,Até 50%,46.9,89.4,4.4,6.2,601.3193548387097,533.1905660377358,11.320754716981133,47.16981132075472,38.67924528301887,2.8301886792452833,0.0
3.5006117E7,PAULO ROLIM LOUREIRO DOM,SP,GUARULHOS,Estadual,Urbana,152.0,Mais que 90 alunos,98.0,64.47368421052632,0.0,De 60% a 80%,Alto,Maior que 50%,58.4,83.0,14.9,2.1,607.358064516129,548.4448979591837,7.142857142857142,42.857142857142854,47.95918367346938,2.0408163265306123,0.0
3.5006166E7,FRANCISCO ANTUNES FILHO,SP,GUARULHOS,Estadual,Urbana,250.0,Mais que 90 alunos,140.0,56.00000000000001,0.0,De 60% a 80%,Médio Alto,Maior que 50%,52.0,83.2,16.7,0.1,614.87,547.5921428571428,7.857142857142857,37.857142857142854,52.142857142857146,2.142857142857143,0.0
3.5006208E7,ALICE CHUERY PROFESSORA,SP,GUARULHOS,Estadual,Urbana,259.0,Mais que 90 alunos,159.0,61.38996138996139,0.0,De 60% a 80%,Médio Alto,Maior que 50%,58.2,83.0,12.2,4.8,617.07,541.1773584905661,9.433962264150944,43.39622641509434,45.28301886792453,1.8867924528301887,0.0
3.5006257E7,HOMERO RUBENS DE SA PROFESSOR,SP,GUARULHOS,Estadual,Urbana,260.0,Mais que 90 alunos,143.0,55.00000000000001,0.0,De 60% a 80%,Alto,Maior que 50%,51.5,77.3,19.5,3.2,618.9366666666667,543.8993006993007,6.993006993006993,41.95804195804196,49.65034965034965,1.3986013986013985,0.0
3.5006373E7,ANTONIO VIANA DE SOUZA PROFESSOR,SP,GUARULHOS,Estadual,Urbana,114.0,Mais que 90 alunos,69.0,60.526315789473685,2.0,De 60% a 80%,Médio Alto,Maior que 50%,80.0,86.5,10.3,3.2,613.89,557.268115942029,5.797101449275362,39.130434782608695,49.275362318840585,5.797101449275362,0.0
3.5035725E7,MARIA HILDA ORNELAS DE OLIVEIRA PROFESSORA,SP,GUARULHOS,Estadual,Urbana,66.0,De 61 a 90 alunos,35.0,53.03030303030303,0.0,80% ou mais,Médio Alto,Maior que 50%,71.0,80.2,12.6,7.2,527.7666666666667,508.74285714285713,22.857142857142858,45.714285714285715,28.57142857142857,2.857142857142857,0.0
3.5041099E7,ALLYRIO DE FIGUEIREDO BRASIL PROFESSOR,SP,GUARULHOS,Estadual,Urbana,143.0,Mais que 90 alunos,78.0,54.54545454545454,0.0,80% ou mais,Médio Alto,Maior que 50%,61.3,83.0,11.8,5.2,590.5466666666667,524.7205128205129,14.102564102564102,48.717948717948715,35.8974358974359,1.282051282051282,0.0
3.5297537E7,LOUIS BRAILLE,SP,GUARULHOS,Estadual,Urbana,178.0,Mais que 90 alunos,97.0,54.49438202247191,0.0,80% ou mais,Médio Alto,Maior que 50%,55.8,86.9,9.8,3.3,597.7566666666667,541.520618556701,7.216494845360824,43.29896907216495,48.45360824742268,1.0309278350515463,0.0
3.5437736E7,VILA ANY,SP,GUARULHOS,Estadual,Urbana,87.0,De 61 a 90 alunos,47.0,54.02298850574713,0.0,De 40% a 60%,Médio Alto,Maior que 50%,60.3,95.6,2.5,1.9,552.9666666666667,509.3553191489362,23.404255319148938,42.5531914893617,31.914893617021278,2.127659574468085,0.0
3.590183E7,ANTONIO PRATICI PREFEITO,SP,GUARULHOS,Estadual,Urbana,206.0,Mais que 90 alunos,133.0,64.56310679611651,0.0,De 60% a 80%,Médio Alto,Maior que 50%,80.6,88.8,8.3,2.9,606.3466666666666,543.3721804511279,8.270676691729323,39.097744360902254,52.63157894736842,0.0,0.0
3.5908861E7,JOSE STOROPOLI DEPUTADO,SP,GUARULHOS,Estadual,Urbana,243.0,Mais que 90 alunos,150.0,61.72839506172839,0.0,80% ou mais,Médio Alto,Maior que 50%,69.8,94.2,3.2,2.6,607.7100000000002,522.8413333333333,13.333333333333334,53.333333333333336,32.0,1.3333333333333335,0.0
3.5921385E7,ELISIO DE OLIVEIRA NEVES VEREADOR,SP,GUARULHOS,Estadual,Urbana,109.0,Mais que 90 alunos,63.0,57.798165137614674,0.0,De 60% a 80%,Médio Alto,Maior que 50%,58.4,83.6,15.6,0.8,619.0,572.8333333333335,4.761904761904762,20.634920634920633,69.84126984126983,4.761904761904762,0.0
